Player	season	compound_mean_mean	compound_mean_std	user_count	Race	From	To	Pos_x	Ht	Wt	Birth Date	Colleges	Rk	Pos_y	Age	G	MP	PER	TS%	3PAr	FTr	ORB%	DRB%	TRBP	ASTP	STLP	BLKP	TOVP	USG%	OWS	DWS	WS	WS/48	OBPM	DBPM	BPM	VORP	Tm	FG	FGA	FG%	3P	3PA	ThreePP	2P	2PA	2P%	eFG%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PPG	year	Wins	total_population	metro_percent_white	metro_percent_black	clinton_vote_lead	salary	standard_salary	experience	youth	oldness	rookie	white_black_diff	height_dummies
ryan anderson	2017	0.12797045918367353	0.41704057255704213	196	W	2009.0	2018.0	F	82.0	240.0	May 6, 1988	University of California	14.0	PF	29.0	66.0	1725.0	12.6	0.5920000000000001	0.706	0.194	6.2	15.4	10.8	5.1	0.7	1.0	7.5	14.4	3.1	1.7	4.8	0.132	1.0	-0.8	0.2	1.0	HOU	3.1	7.3	0.431	2.0	5.1	0.386	1.2	2.1	0.539	0.568	1.1	1.4	0.774	1.4	3.6	5.0	0.9	0.4	0.3	0.6	1.9	9.3	2018.0	65.0	6482592.0	65.7	17.2	0.124	19578455.0	66.51883038257718	9.0	0.0	2.266602962255135	False	48.5	tall
ryan hollins	2013	0.10017375000000002	0.45355916770500765	64	B	2007.0	2016.0	C	84.0	240.0	October 10, 1984	University of California, Los Angeles	210.0	PF	29.0	61.0	482.0	11.9	0.73	0.0	0.778	7.4	13.1	10.4	2.4	0.9	4.9	23.1	11.5	0.7	0.6	1.3	0.126	-2.0	1.7	-0.3	0.2	LAC	0.9	1.2	0.736	0.0	0.0	0.3039339968569935	0.9	1.2	0.736	0.736	0.6	0.9	0.625	0.5	1.0	1.5	0.1	0.1	0.5	0.5	1.4	2.3	2014.0	57.0	13189366.0	55.0	6.7	0.4802	1186459.0	33.00374202423091	7.0	0.0	2.266602962255135	False	48.3	tall
ryan hollins	2014	0.029023333333333345	0.3896905571076243	30	B	2007.0	2016.0	C	84.0	240.0	October 10, 1984	University of California, Los Angeles	220.0	C	30.0	46.0	441.0	13.1	0.648	0.0	0.659	9.6	16.6	13.2	5.0	0.7	3.4	19.1	13.1	0.7	0.3	1.0	0.104	-1.4	0.0	-1.4	0.1	SAC	1.2	1.8	0.6459999999999999	0.0	0.0	0.3039339968569935	1.2	1.8	0.6459999999999999	0.6459999999999999	0.7	1.2	0.574	0.8	1.5	2.2	0.3	0.1	0.4	0.5	1.4	3.0	2015.0	29.0	2242542.0	66.2	7.1	0.2369	1310286.0	33.83307918424777	8.0	0.0	3.266602962255135	False	59.1	tall
ryan hollins	2015	0.06578518518518518	0.42443231541715853	27	B	2007.0	2016.0	C	84.0	240.0	October 10, 1984	University of California, Los Angeles	203.0	C	31.0	37.0	460.0	12.3	0.636	0.0	0.532	11.2	13.2	12.1	3.3	0.7	4.2	19.8	11.8	0.6	0.3	1.0	0.1	-2.0	0.2	-1.8	0.0	MEM	1.3	2.1	0.62	0.0	0.0	0.3039339968569935	1.3	2.1	0.62	0.62	0.7	1.1	0.619	1.3	1.4	2.6	0.3	0.2	0.6	0.6	1.7	3.4	2016.0	42.0	1341339.0	47.2	46.6	0.2763	615906.0	28.01422476143605	9.0	0.0	4.266602962255135	False	0.6000000000000014	tall
ryan kelly	2013	0.09573207317073171	0.4639900993838333	41	W	2014.0	2017.0	F	83.0	230.0	April 9, 1991	Duke University	251.0	PF	22.0	59.0	1312.0	12.6	0.5479999999999999	0.383	0.364	3.4	14.4	8.9	10.7	1.2	2.5	9.8	15.9	1.5	0.7	2.2	0.081	-0.5	0.3	-0.2	0.6	LAL	2.7	6.3	0.423	0.8	2.4	0.338	1.8	3.9	0.476	0.488	1.9	2.3	0.815	0.7	3.0	3.7	1.6	0.5	0.8	0.8	2.5	8.0	2014.0	27.0	13189366.0	55.0	6.7	0.4802	490180.0	26.459942547616375	0.0	4.733397037744865	0.0	True	48.3	tall
ryan kelly	2014	0.0787911458333333	0.43462348854132893	32	W	2014.0	2017.0	F	83.0	230.0	April 9, 1991	Duke University	260.0	PF	23.0	52.0	1233.0	8.6	0.473	0.434	0.307	1.1	12.4	6.5	10.9	1.2	1.6	9.5	14.0	0.4	0.3	0.7	0.027000000000000003	-2.1	-0.8	-2.8	-0.3	LAL	2.0	5.9	0.337	0.9	2.6	0.336	1.1	3.4	0.337	0.409	1.5	1.8	0.8320000000000001	0.3	2.6	2.8	1.8	0.6	0.5	0.7	2.3	6.4	2015.0	21.0	13189366.0	55.0	6.7	0.4802	1650000.0	35.84024634215721	1.0	3.733397037744865	0.0	True	48.3	tall
ryan kelly	2015	0.0286882882882883	0.4080794827502869	37	W	2014.0	2017.0	F	83.0	230.0	April 9, 1991	Duke University	248.0	PF	24.0	36.0	470.0	10.3	0.44	0.248	0.362	4.6	23.7	13.8	6.9	1.4	1.7	9.4	17.9	-0.3	0.3	0.1	0.005	-4.9	-1.1	-6.0	-0.5	LAL	1.5	4.1	0.369	0.1	1.0	0.135	1.4	3.1	0.446	0.386	1.0	1.5	0.685	0.6	2.8	3.4	0.6	0.4	0.3	0.5	1.1	4.2	2016.0	17.0	13189366.0	55.0	6.7	0.4802	1724250.0	36.23681832742032	2.0	2.733397037744865	0.0	False	48.3	tall
salah mejri	2015	0.14050637645687644	0.4153499613070578	70	R	2016.0	2018.0	C	85.0	245.0	June 15, 1986		298.0	C	29.0	34.0	397.0	16.8	0.636	0.013	0.59	11.4	22.6	17.0	3.9	1.0	7.6	19.0	14.0	0.6	0.7	1.3	0.156	-2.6	3.7	1.1	0.3	DAL	1.4	2.3	0.628	0.0	0.0	0.0	1.4	2.3	0.636	0.628	0.8	1.4	0.5870000000000001	1.2	2.4	3.6	0.3	0.2	1.1	0.7	1.6	3.7	2016.0	42.0	6957123.0	69.7	15.3	0.2624	525093.0	26.91900835032112	0.0	0.0	2.266602962255135	True	54.400000000000006	tall
salah mejri	2016	0.014216557017543853	0.4909791433272855	76	R	2016.0	2018.0	C	85.0	245.0	June 15, 1986		299.0	C	30.0	73.0	905.0	14.8	0.65	0.022	0.445	11.9	28.4	19.8	2.4	1.8	6.1	19.6	10.6	1.3	1.7	3.0	0.159	-3.6	3.8	0.2	0.5	DAL	1.2	1.9	0.642	0.0	0.0	0.333	1.2	1.8	0.649	0.6459999999999999	0.5	0.8	0.59	1.3	2.9	4.2	0.2	0.4	0.8	0.5	2.1	2.9	2017.0	33.0	6957123.0	69.7	15.3	0.2624	874636.0	30.58136295638701	1.0	0.0	3.266602962255135	True	54.400000000000006	tall
salah mejri	2017	-0.046402752192982406	0.48117982455698244	152	R	2016.0	2018.0	C	85.0	245.0	June 15, 1986		334.0	C	31.0	61.0	729.0	17.8	0.644	0.022	0.482	12.5	25.4	18.7	7.2	1.5	8.2	19.0	12.8	1.3	1.3	2.7	0.175	-2.2	5.3	3.1	0.9	DAL	1.4	2.2	0.642	0.0	0.0	0.0	1.4	2.2	0.657	0.642	0.6	1.1	0.5760000000000001	1.4	2.6	4.0	0.6	0.4	1.1	0.6	2.0	3.5	2018.0	24.0	6957123.0	69.7	15.3	0.2624	1471382.0	34.828226463648235	2.0	0.0	4.266602962255135	False	54.400000000000006	tall
sam dekker	2016	0.19046621853898094	0.389349992494046	181	W	2016.0	2018.0	F	81.0	230.0	May 6, 1994	University of Wisconsin	104.0	PF	22.0	77.0	1419.0	13.1	0.5489999999999999	0.436	0.159	7.2	14.6	10.9	7.7	1.3	1.2	8.2	14.9	1.9	1.2	3.1	0.104	-0.4	-0.6	-1.0	0.3	HOU	2.6	5.6	0.473	0.8	2.4	0.321	1.9	3.1	0.591	0.5429999999999999	0.5	0.9	0.5589999999999999	1.2	2.5	3.7	1.0	0.5	0.3	0.5	1.1	6.5	2017.0	55.0	6482592.0	65.7	17.2	0.124	1720560.0	36.21741549978339	1.0	4.733397037744865	0.0	True	48.5	tall
sam dekker	2017	0.023921491228070187	0.4740557790970529	38	W	2016.0	2018.0	F	81.0	230.0	May 6, 1994	University of Wisconsin	126.0	PF	23.0	73.0	883.0	11.5	0.534	0.232	0.21600000000000005	5.6	16.0	10.8	6.2	1.3	0.9	10.4	15.5	0.6	0.6	1.2	0.066	-2.1	-1.0	-3.1	-0.2	LAC	1.8	3.5	0.494	0.1	0.8	0.16699999999999998	1.6	2.7	0.593	0.514	0.5	0.8	0.6609999999999999	0.6	1.8	2.4	0.5	0.3	0.1	0.5	1.0	4.2	2018.0	35.0	13189366.0	55.0	6.7	0.4802	1794600.0	36.60091274416481	2.0	3.733397037744865	0.0	False	48.3	tall
samuel dalembert	2013	0.1194577380952381	0.4369503657187966	66	B	2002.0	2015.0	C	83.0	255.0	May 10, 1981	Seton Hall University	112.0	C	32.0	80.0	1614.0	16.8	0.605	0.003	0.363	14.4	24.2	19.4	3.4	1.3	4.8	17.1	14.8	2.9	2.1	4.9	0.147	-0.9	1.5	0.6	1.1	DAL	2.7	4.7	0.568	0.0	0.0	0.0	2.7	4.7	0.569	0.568	1.3	1.7	0.737	2.5	4.3	6.8	0.5	0.5	1.2	1.1	2.6	6.6	2014.0	49.0	6957123.0	69.7	15.3	0.2624	3700748.0	43.86037881371931	12.0	0.0	5.266602962255135	False	54.400000000000006	tall
samuel dalembert	2014	0.09291018518518522	0.3772288389898118	63	B	2002.0	2015.0	C	83.0	255.0	May 10, 1981	Seton Hall University	113.0	C	33.0	32.0	544.0	11.8	0.461	0.0	0.154	10.9	25.1	17.8	8.6	1.4	6.3	21.9	15.0	-0.4	0.7	0.3	0.023	-5.2	3.0	-2.2	0.0	NYK	1.8	4.1	0.438	0.0	0.0	0.3039339968569935	1.8	4.1	0.438	0.438	0.4	0.6	0.7	1.7	3.6	5.3	0.9	0.4	1.3	1.2	2.2	4.0	2015.0	17.0	20031443.0	58.7	17.1	0.772	1885755.0	37.05709040158228	13.0	0.0	6.266602962255135	False	41.6	tall
sasha kaun	2015	0.17691287878787879	0.38718759978414835	33	W	2016.0	2016.0	C	83.0	260.0	May 8, 1985	University of Kansas	247.0	C	30.0	25.0	95.0	12.5	0.527	0.0	0.647	14.4	16.5	15.5	4.5	2.2	4.3	24.3	13.7	0.0	0.2	0.2	0.096	-3.5	2.7	-0.8	0.0	CLE	0.4	0.7	0.529	0.0	0.0	0.3039339968569935	0.4	0.7	0.529	0.529	0.2	0.4	0.455	0.5	0.6	1.0	0.1	0.2	0.2	0.3	0.4	0.9	2016.0	57.0	2061630.0	74.0	20.0	0.3499	1276000.0	33.60954774636867	0.0	0.0	3.266602962255135	True	54.0	tall
sasha vujacic	2013	0.06797142857142857	0.348511040391442	14	W	2005.0	2017.0	G	79.0	195.0	March 8, 1984		449.0	SG	29.0	2.0	10.0	1.5	0.5	0.4	0.0	0.0	32.2	16.7	0.0	5.0	0.0	37.5	35.3	-0.1	0.0	-0.1	-0.289	-16.7	-3.4	-20.1	0.0	LAC	1.0	2.5	0.4	0.5	1.0	0.5	0.5	1.5	0.333	0.5	0.0	0.0		0.0	1.5	1.5	0.0	0.5	0.0	1.5	0.5	2.5	2014.0	57.0	13189366.0	55.0	6.7	0.4802	69791.0	16.25361076721663	9.0	0.0	2.266602962255135	False	48.3	medium
sasha vujacic	2015	0.0567373663751215	0.4750882010617368	49	W	2005.0	2017.0	G	79.0	195.0	March 8, 1984		442.0	SG	31.0	61.0	908.0	11.1	0.503	0.516	0.141	3.2	14.6	9.0	14.3	1.9	0.4	13.0	16.8	0.3	0.8	1.1	0.06	-0.8	-0.7	-1.5	0.1	NYK	1.7	4.5	0.383	0.9	2.3	0.364	0.9	2.2	0.403	0.477	0.5	0.6	0.821	0.4	2.0	2.4	1.4	0.6	0.1	0.7	1.4	4.9	2016.0	32.0	20031443.0	58.7	17.1	0.772	1356146.0	34.12531051572945	11.0	0.0	4.266602962255135	False	41.6	medium
sasha vujacic	2016	0.08735462962962964	0.4587362266923336	18	W	2005.0	2017.0	G	79.0	195.0	March 8, 1984		448.0	SG	32.0	42.0	408.0	8.6	0.423	0.544	0.17600000000000002	3.2	12.4	7.8	17.9	1.6	0.4	9.8	17.3	-0.1	0.2	0.1	0.014	-2.1	-2.2	-4.3	-0.2	NYK	1.0	3.2	0.309	0.5	1.8	0.311	0.5	1.5	0.306	0.393	0.4	0.6	0.708	0.3	1.1	1.4	1.2	0.3	0.0	0.4	0.9	3.0	2017.0	31.0	20031443.0	58.7	17.1	0.772	1410598.0	34.462820334899234	12.0	0.0	5.266602962255135	False	41.6	medium
scotty hopson	2013	-0.07145488095238092	0.46179701367581727	28	B	2014.0	2018.0	G	79.0	204.0	August 8, 1989	University of Tennessee	211.0	SG	24.0	2.0	7.0	-6.5	0.102	0.5	0.5	0.0	0.0	0.0	18.8	7.4	0.0	0.0	31.1	-0.1	0.0	-0.1	-0.412	-12.9	-4.3	-17.2	0.0	CLE	0.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.5	1.0	0.5	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0	0.5	2014.0	33.0	2061630.0	74.0	20.0	0.3499	1350000.0	34.086580994024985	0.0	2.733397037744865	0.0	True	54.0	medium
scotty hopson	2017	0.18826427350427355	0.4973702150976551	18	B	2014.0	2018.0	G	79.0	204.0	August 8, 1989	University of Tennessee	226.0	SG	28.0	1.0	8.0	-4.6	0.266	0.0	2.0	0.0	0.0	0.0	15.8	0.0	0.0	34.7	16.3	0.0	0.0	0.0	-0.238	-14.7	-6.0	-20.7	0.0	DAL	0.0	1.0	0.0	0.0	0.0	0.3039339968569935	0.0	1.0	0.0	0.0	1.0	2.0	0.5	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	2018.0	24.0	6957123.0	69.7	15.3	0.2624	74158.0	16.502110928595666	4.0	0.0	1.266602962255135	False	54.400000000000006	medium
sean kilpatrick	2014	0.24693659420289854	0.41430512817790777	69	B	2015.0	2018.0	G	76.0	210.0	January 6, 1990	University of Cincinnati	262.0	SG	25.0	4.0	72.0	10.0	0.506	0.65	0.2	1.5	8.2	4.8	8.5	2.1	0.0	8.4	14.6	0.1	0.0	0.1	0.033	-0.7	-3.0	-3.8	0.0	MIN	1.8	5.0	0.35	1.0	3.3	0.308	0.8	1.8	0.429	0.45	1.0	1.0	1.0	0.3	1.3	1.5	1.0	0.8	0.0	0.5	0.8	5.5	2015.0	16.0	3488436.0	80.3	7.8	0.3531	29843.0	13.143487599420162	0.0	1.733397037744865	0.0	True	72.5	medium
sean kilpatrick	2015	0.13088840996168583	0.4632571491943165	87	B	2015.0	2018.0	G	76.0	210.0	January 6, 1990	University of Cincinnati	250.0	SG	26.0	31.0	616.0	15.6	0.5760000000000001	0.422	0.248	2.1	8.2	5.1	8.0	1.0	0.3	9.4	23.8	1.0	0.0	1.0	0.076	1.4	-4.4	-3.0	-0.2	BRK	4.0	8.7	0.456	1.3	3.7	0.342	2.7	5.0	0.5379999999999999	0.528	1.9	2.2	0.8959999999999999	0.4	1.4	1.8	0.9	0.4	0.1	1.0	1.2	11.1	2016.0	21.0	20031443.0	58.7	17.1	0.6183	320594.0	23.79517195388379	1.0	0.7333970377448651	0.0	True	41.6	medium
sean kilpatrick	2016	0.15604645570728293	0.432006554476733	136	B	2015.0	2018.0	G	76.0	210.0	January 6, 1990	University of Cincinnati	246.0	SG	27.0	70.0	1754.0	13.1	0.546	0.419	0.329	1.3	15.4	8.4	14.6	1.2	0.3	13.8	23.8	0.4	1.1	1.4	0.04	-1.2	-1.8	-3.0	-0.4	BRK	4.4	10.5	0.415	1.5	4.4	0.341	2.9	6.1	0.468	0.486	2.9	3.5	0.843	0.3	3.7	4.0	2.2	0.6	0.1	1.9	1.7	13.1	2017.0	20.0	20031443.0	58.7	17.1	0.6183	980431.0	31.466921641705273	2.0	0.0	0.2666029622551349	False	41.6	medium
sean kilpatrick	2017	0.16607208037825055	0.43386194889519075	141	B	2015.0	2018.0	G	76.0	210.0	January 6, 1990	University of Cincinnati	274.0	SG	28.0	52.0	640.0	11.6	0.507	0.49	0.245	0.8	14.2	7.5	11.3	1.0	0.7	10.4	24.9	-0.2	0.3	0.1	0.008	-2.5	-3.6	-6.1	-0.7	MIL	2.1	5.7	0.374	0.9	2.8	0.319	1.2	2.9	0.4270000000000001	0.452	1.2	1.4	0.889	0.1	1.6	1.7	0.9	0.3	0.1	0.7	0.6	6.3	2018.0	44.0	1571730.0	73.8	16.6	0.3745	4774445.0	46.74452206055247	3.0	0.0	1.266602962255135	False	57.199999999999996	medium
sebastian telfair	2014	0.0267679245283019	0.47272585098344694	53	B	2005.0	2015.0	G	72.0	165.0	June 9, 1985		433.0	PG	29.0	16.0	327.0	11.4	0.479	0.48	0.272	0.7	9.0	4.9	20.8	1.5	0.0	11.4	20.8	0.2	0.2	0.4	0.063	-0.5	-2.9	-3.4	-0.1	OKC	2.9	7.8	0.368	1.1	3.8	0.3	1.8	4.1	0.431	0.44	1.5	2.1	0.706	0.1	1.8	1.9	2.8	0.6	0.0	1.1	1.8	8.4	2015.0	45.0	1337075.0	74.1	10.2	0.1051	1316809.0	33.87510862741645	10.0	0.0	2.266602962255135	False	63.89999999999999	short
semaj christon	2016	0.07131742170742172	0.4236261420799298	111	B	2017.0	2017.0	G	75.0	190.0	November 1, 1992	Xavier University	81.0	PG	24.0	64.0	973.0	5.7	0.387	0.28300000000000003	0.139	2.2	7.8	4.9	18.1	1.4	0.6	15.4	12.2	-0.7	0.8	0.1	0.006	-5.1	-1.2	-6.3	-1.1	OKC	1.2	3.5	0.345	0.2	1.0	0.19	1.0	2.5	0.406	0.3720000000000001	0.3	0.5	0.5479999999999999	0.3	1.1	1.4	2.0	0.4	0.1	0.7	1.2	2.9	2017.0	47.0	1337075.0	74.1	10.2	0.1051	543471.0	27.151516646344124	0.0	2.733397037744865	0.0	True	63.89999999999999	medium
semi ojeleye	2017	0.14306702653580516	0.41207370208134647	131	B	2018.0	2018.0	F	79.0	241.0	December 5, 1994	Southern Methodist University	379.0	PF	23.0	73.0	1150.0	4.6	0.473	0.665	0.218	3.6	11.6	7.7	2.4	0.9	0.3	10.8	9.0	-0.2	1.3	1.2	0.048	-3.6	0.1	-3.5	-0.4	BOS	0.9	2.6	0.34600000000000003	0.5	1.7	0.32	0.3	0.9	0.397	0.452	0.3	0.6	0.61	0.5	1.7	2.2	0.3	0.3	0.1	0.3	1.2	2.7	2018.0	55.0	4728844.0	77.3	8.0	0.3815	1291892.0	33.71371042383383	0.0	3.733397037744865	0.0	True	69.3	medium
serge ibaka	2013	0.09931653435649199	0.4010509415015288	652	B	2010.0	2018.0	F-C	82.0	235.0	September 18, 1989		216.0	PF	24.0	81.0	2666.0	19.6	0.5760000000000001	0.061	0.203	10.0	19.6	15.0	5.2	0.7	6.7	10.3	19.8	5.2	4.4	9.6	0.173	-0.4	2.3	1.9	2.6	OKC	6.5	12.1	0.536	0.3	0.7	0.383	6.2	11.3	0.546	0.5479999999999999	1.9	2.5	0.784	2.8	6.0	8.8	1.0	0.5	2.7	1.5	2.9	15.1	2014.0	59.0	1337075.0	74.1	10.2	0.1051	12250000.0	59.16079783099616	4.0	2.733397037744865	0.0	False	63.89999999999999	tall
serge ibaka	2014	0.1342341112403472	0.38193870447315964	466	B	2010.0	2018.0	F-C	82.0	235.0	September 18, 1989		227.0	PF	25.0	64.0	2116.0	16.6	0.5489999999999999	0.261	0.14	7.0	18.1	12.6	4.2	0.7	5.8	10.4	18.9	2.9	2.7	5.6	0.127	-0.5	1.3	0.8	1.5	OKC	5.8	12.3	0.476	1.2	3.2	0.376	4.6	9.1	0.511	0.525	1.4	1.7	0.836	2.1	5.7	7.8	0.9	0.5	2.4	1.5	3.0	14.3	2015.0	45.0	1337075.0	74.1	10.2	0.1051	12250000.0	59.16079783099616	5.0	1.733397037744865	0.0	False	63.89999999999999	tall
serge ibaka	2015	0.09208372008052013	0.40611344294510143	514	B	2010.0	2018.0	F-C	82.0	235.0	September 18, 1989		213.0	PF	26.0	78.0	2500.0	13.9	0.5329999999999999	0.212	0.139	6.5	16.2	11.6	3.9	0.8	4.5	10.5	17.6	2.5	3.0	5.5	0.105	-1.1	1.0	-0.1	1.2	OKC	5.3	11.1	0.479	0.8	2.4	0.326	4.6	8.8	0.52	0.513	1.2	1.6	0.752	1.8	5.0	6.8	0.8	0.5	1.9	1.4	2.7	12.6	2016.0	55.0	1337075.0	74.1	10.2	0.1051	12250000.0	59.16079783099616	6.0	0.7333970377448651	0.0	False	63.89999999999999	tall
serge ibaka	2016	0.12601176091841726	0.40573416942973084	649	B	2010.0	2018.0	F-C	82.0	235.0	September 18, 1989		210.0	PF	27.0	79.0	2422.0	16.4	0.5660000000000001	0.32299999999999995	0.127	5.7	19.0	12.2	5.2	0.8	4.2	9.2	20.9	2.5	2.6	5.1	0.101	-0.5	0.1	-0.4	1.0	ORL	6.0	12.4	0.48	1.6	4.0	0.391	4.4	8.4	0.522	0.5429999999999999	1.4	1.6	0.856	1.6	5.2	6.8	0.9	0.5	1.6	1.3	2.7	14.8	2017.0	29.0	2328508.0	71.2	16.3	0.2464	12250000.0	59.16079783099616	7.0	0.0	0.2666029622551349	False	54.900000000000006	tall
serge ibaka	2017	0.06183977544239244	0.41451167966637736	599	B	2010.0	2018.0	F-C	82.0	235.0	September 18, 1989		233.0	PF	28.0	76.0	2093.0	14.7	0.574	0.379	0.151	4.3	21.0	12.8	4.4	0.7	3.8	9.7	19.4	2.1	3.0	5.1	0.117	-0.8	0.6	-0.2	1.0	TOR	5.0	10.3	0.483	1.4	3.9	0.36	3.6	6.4	0.5589999999999999	0.552	1.2	1.6	0.797	1.0	5.3	6.3	0.8	0.4	1.3	1.2	2.8	12.6	2018.0	59.0	5900000.0	47.7	8.9	0.37	20061729.0	66.9255717190231	8.0	0.0	1.266602962255135	False	38.800000000000004	tall
sergey karasev	2013	0.10451249999999997	0.45022171110212716	12	W	2014.0	2016.0	G-F	79.0	208.0	October 26, 1993		250.0	SF	20.0	22.0	156.0	2.3	0.47	0.5429999999999999	0.28600000000000003	0.0	11.8	5.8	5.6	1.0	0.5	21.8	14.4	-0.2	0.1	-0.1	-0.041	-5.9	-1.6	-7.5	-0.2	CLE	0.5	1.6	0.343	0.2	0.9	0.211	0.4	0.7	0.5	0.4	0.4	0.5	0.9	0.0	0.7	0.7	0.3	0.1	0.0	0.5	1.0	1.7	2014.0	33.0	2061630.0	74.0	20.0	0.3499	1467840.0	34.80724736099618	0.0	6.733397037744865	0.0	True	54.0	medium
sergey karasev	2014	-0.08489916666666668	0.4049909069789173	12	W	2014.0	2016.0	G-F	79.0	208.0	October 26, 1993		259.0	SG	21.0	33.0	555.0	10.5	0.508	0.403	0.284	4.5	8.9	6.7	12.3	2.1	0.1	13.7	14.4	0.3	0.4	0.7	0.061	-0.7	-0.5	-1.2	0.1	BRK	1.6	4.1	0.403	0.5	1.6	0.29600000000000004	1.2	2.4	0.475	0.463	0.9	1.2	0.763	0.7	1.3	2.0	1.4	0.7	0.0	0.7	1.4	4.6	2015.0	38.0	20031443.0	58.7	17.1	0.6183	1533840.0	35.19208636837044	1.0	5.733397037744865	0.0	True	41.6	medium
sergio rodriguez	2016	0.08619467213114754	0.46998400680046976	61	W	2007.0	2017.0	G	75.0	176.0	June 12, 1986		381.0	PG	30.0	68.0	1518.0	11.1	0.484	0.47	0.05	1.5	9.9	5.7	35.4	1.6	0.2	18.9	19.3	-0.3	1.0	0.7	0.023	-1.6	-2.3	-3.8	-0.7	PHI	3.1	7.9	0.392	1.4	3.7	0.365	1.7	4.2	0.415	0.478	0.3	0.4	0.667	0.3	2.0	2.3	5.1	0.7	0.1	1.9	1.4	7.8	2017.0	28.0	6047721.0	67.5	20.9	0.6691	6800000.0	51.06545762138101	10.0	0.0	3.266602962255135	False	46.6	medium
seth curry	2013	0.19163552631578948	0.38986046740033464	38	M	2014.0	2017.0	G	74.0	185.0	August 23, 1990	Liberty University, Duke University	110.0	PG	23.0	2.0	13.0	13.8	0.5	0.333	0.0	0.0	8.8	4.3	0.0	7.9	0.0	0.0	10.3	0.0	0.0	0.0	0.131	-2.4	3.5	1.1	0.0	MEM	0.5	1.5	0.333	0.5	0.5	1.0	0.0	1.0	0.0	0.5	0.0	0.0		0.0	0.5	0.5	0.0	1.0	0.0	0.0	0.0	1.5	2014.0	50.0	1341339.0	47.2	46.6	0.2763	66318.0	16.047517394391452	0.0	3.733397037744865	0.0	True	0.6000000000000014	medium
seth curry	2014	0.20614821428571425	0.40106640086878903	56	M	2014.0	2017.0	G	74.0	185.0	August 23, 1990	Liberty University, Duke University	111.0	PG	24.0	2.0	8.0	-11.4	0.0	0.333	0.0	0.0	27.7	13.7	15.6	0.0	0.0	0.0	16.5	-0.1	0.0	0.0	-0.298	-14.3	-1.6	-15.9	0.0	PHO	0.0	1.5	0.0	0.0	0.5	0.0	0.0	1.0	0.0	0.0	0.0	0.0		0.0	1.0	1.0	0.5	0.0	0.0	0.0	1.0	0.0	2015.0	39.0	4486153.0	78.7	5.2	0.0345	48028.0	14.803814192664506	1.0	2.733397037744865	0.0	True	73.5	medium
seth curry	2015	0.13756026073619637	0.45444870357091455	163	M	2014.0	2017.0	G	74.0	185.0	August 23, 1990	Liberty University, Duke University	104.0	PG	25.0	44.0	692.0	13.8	0.603	0.496	0.241	1.4	7.9	4.7	14.2	1.5	0.4	12.7	17.4	1.2	0.2	1.4	0.097	0.9	-2.4	-1.5	0.1	SAC	2.3	5.1	0.455	1.1	2.5	0.45	1.2	2.6	0.46	0.5670000000000001	1.0	1.2	0.833	0.2	1.2	1.4	1.5	0.5	0.1	0.8	0.9	6.8	2016.0	33.0	2242542.0	66.2	7.1	0.2369	947276.0	31.19745260151905	2.0	1.733397037744865	0.0	False	59.1	medium
seth curry	2016	0.17335828779599272	0.40840296112697094	183	M	2014.0	2017.0	G	74.0	185.0	August 23, 1990	Liberty University, Duke University	97.0	PG	26.0	70.0	2029.0	15.5	0.601	0.458	0.142	1.4	9.3	5.1	16.0	2.0	0.3	11.0	19.5	2.9	1.7	4.6	0.11	1.8	-0.4	1.4	1.7	DAL	4.8	10.0	0.481	2.0	4.6	0.425	2.9	5.4	0.528	0.578	1.2	1.4	0.85	0.4	2.2	2.6	2.7	1.1	0.1	1.3	1.8	12.8	2017.0	33.0	6957123.0	69.7	15.3	0.2624	2898000.0	41.25956028720293	3.0	0.7333970377448651	0.0	False	54.400000000000006	medium
shabazz muhammad	2013	0.1017651766091052	0.3920081742805645	70	B	2014.0	2018.0	F-G	78.0	223.0	November 13, 1992	University of California, Los Angeles	321.0	SG	21.0	37.0	290.0	13.1	0.505	0.08900000000000001	0.32299999999999995	8.8	11.2	10.0	3.4	1.4	0.3	10.2	23.1	0.1	0.2	0.3	0.053	-3.1	-3.1	-6.2	-0.3	MIN	1.5	3.4	0.46	0.1	0.3	0.273	1.5	3.1	0.478	0.472	0.7	1.1	0.65	0.6	0.8	1.4	0.2	0.2	0.0	0.4	0.6	3.9	2014.0	40.0	3488436.0	80.3	7.8	0.3531	1887120.0	37.06379450733977	0.0	5.733397037744865	0.0	True	72.5	medium
